partReference,partRefer,rcCode,digitPart,supplierCode,companyName,tgpSuppliersCode,partLabel,moduleQuantity,moduleType,moduleVolume,moduleWeight,partWeight,moduleLength,moduleWidth,moduleHeight,partSpecificPackagingCode
682405761RE,682405761R,66,682405761R66,293429SP,REYDEL AUTOMOTIVE INDIA PVT LTD         ,AS2,BOTTOM-DISPLAY VISOR,8,40,0.005,1.46,0.17,300,200,90,CAR-G*40--
682450932RE,682450932R,60,682450932R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"MLDG-VISOR,RH       ",20,40,0.005,1.12,0.051,300,200,90,CAR-G*40--
682457241RE,682457241R,62,682457241R62,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"MLDG-VISOR, RH      ",4,40,0.005,0.324,0.056,300,200,90,CAR-G*40--
682468051RE,682468051R,62,682468051R62,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"MLDG-VISOR, LH      ",1,40,0.005,0.156,0.056,300,200,90,CAR-G*40--
682468729RE,682468729R,60,682468729R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"MLDG-VISOR,LH       ",9,40,0.005,0.559,0.051,300,200,90,CAR-G*40--
682468729RE,682468729R,66,682468729R66,293429SP,REYDEL AUTOMOTIVE INDIA PVT LTD         ,AS2,"MLDG-VISOR,LH       ",9,40,0.005,0.559,0.051,300,200,90,CAR-G*40--
682522829RE,682522829R,60,682522829R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"DOOR -ASSY, PAS     ",1,40,0.005,0.415,0.315,300,200,90,CAR-G*40--
682600112RE,682600112R,60,682600112R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,FASCIA COMPL-INST   ,1,9,0,0.457,0.457,600,400,300,CAR-G*09--
682600345RE,682600345R,60,682600345R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,FASCIA COMPL-IN     ,1,40,0.005,0.47,0.37,300,200,90,CAR-G*40--
682600709RE,682600709R,60,682600709R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,FASCIA COMPL-INST PA,1,40,0.005,1.089,0.989,300,200,90,CAR-G*40--
682602050RE,682602050R,60,682602050R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1, FASCIA COMPL-INST P,2,40,0.005,0.58,0.24,300,200,90,CAR-G*40--
682602406RE,682602406R,60,682602406R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,FASCIA COMPL-INST   ,1,40,0.005,0.476,0.376,300,200,90,CAR-G*40--
682603842RE,682603842R,60,682603842R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,FASCIA CTR          ,6,15,0.012,1.424,0.209,300,200,200,CAR-G*15--
682603842RE,682603842R,66,682603842R66,293429SP,REYDEL AUTOMOTIVE INDIA PVT LTD         ,AS2,FASCIA CTR          ,6,15,0.012,1.424,0.209,300,200,200,CAR-G*15--
682604477RE,682604477R,60,682604477R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,FASCIA COMPL-INST   ,1,15,0.012,0.344,0.174,300,200,200,CAR-G*15--
682604650RE,682604650R,60,682604650R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,FASCIA COMPL-INST   ,4,40,0.005,1.928,0.457,300,200,90,CAR-G*40--
682604875RE,682604875R,60,682604875R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,FACADE CTL PLANCHE B,1,40,0.005,0.324,0.224,300,200,90,CAR-G*40--
682604875RE,682604875R,66,682604875R66,293429SP,REYDEL AUTOMOTIVE INDIA PVT LTD         ,AS2,FACADE CTL PLANCHE B,1,40,0.005,0.324,0.224,300,200,90,CAR-G*40--
682604960RE,682604960R,60,682604960R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,FACADE CTL PLANCHE B,1,14,0.018,0.42,0.2,400,300,150,CAR-G*14--
682605931RE,682605931R,60,682605931R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,FASCIA COMPL-INST PA,1,40,0.005,0.3,0.2,300,200,90,CAR-G*40--
682609255RE,682609255R,60,682609255R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,FACADE CTL PLANCHE B,1,14,0.018,0.42,0.2,400,300,150,CAR-G*14--
684703592RE,684703592R,60,684703592R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,FASCIA COMPL-INST   ,11,15,0.012,0.225,0.005,300,200,200,CAR-G*15--
684703592RE,684703592R,66,684703592R66,293429SP,REYDEL AUTOMOTIVE INDIA PVT LTD         ,AS2,FASCIA COMPL-INST   ,11,15,0.012,0.225,0.005,300,200,200,CAR-G*15--
684705932RE,684705932R,60,684705932R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,COVER- EARNFUSER    ,12,40,0,0.002,0.0002,300,200,90,CAR-G*40--
684706344RE,684706344R,60,684706344R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CACHE RADIO         ,1,40,0.005,0.213,0.113,300,200,90,CAR-G*40--
684917991RE,684917991R,60,684917991R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"FASCIA-INST PNL,SW  ",12,40,0.005,2.5,0.2,300,200,90,CAR-G*40--
684919449RE,684919449R,60,684919449R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"FASCIA-INST PNL,SW  ",11,40,0.005,2.3,0.2,300,200,90,CAR-G*40--
685000988RE,685000988R,62,685000988R62,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"GLOVEBOX-PASSENGER,U",55,12,0,92.95,1.69,400,300,300,CAR-G*12--
685001744RE,685001744R,60,685001744R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"TRAY-STORAGE, INS   ",4,9,0,3.956,0.989,600,400,300,CAR-G*09--
685003133RE,685003133R,60,685003133R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"TRAY-STORAGE, INST P",2,40,0.005,1.65,0.775,300,200,90,CAR-G*40--
685003133RE,685003133R,66,685003133R66,263750SP,MOTHERSON                               ,SR1,"TRAY-STORAGE, INST P",2,40,0.005,1.65,0.775,300,200,90,CAR-G*40--
685005603RE,685005603R,66,685005603R66,263750SP,MOTHERSON                               ,SR1,FACADE CTL PLANCHE B,1,14,0.018,0.588,0.368,400,300,150,CAR-G*14--
685006624RE,685006624R,60,685006624R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"TRAY-STORAGE, INST P",23,40,0.005,17.925,0.775,300,200,90,CAR-G*40--
685006624RE,685006624R,66,685006624R66,263750SP,MOTHERSON                               ,SR1,"TRAY-STORAGE, INST P",23,40,0.005,17.925,0.775,300,200,90,CAR-G*40--
685008234RE,685008234R,62,685008234R62,270697,NISSAN MOTORS INDIA P LTD               ,SR1,BAC VIDE-POCHESV D P,3,40,0.005,2.452,0.784,300,200,90,CAR-G*40--
685111261RE,685111261R,60,685111261R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"LID CTR-GLOVEBOX, SP",6,40,0.005,3.1,0.5,300,200,90,CAR-G*40--
685118528RE,685118528R,60,685118528R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,LID CTR-GLOVEBOX    ,10,40,0.005,8.67,0.857,300,200,90,CAR-G*40--
687502133RE,687502133R,55,687502133R55,263750SP,MOTHERSON                               ,SR1,"VENT-INST PANEL,CTR ",3,40,0.005,0.52,0.14,300,200,90,CAR-G*40--
687502133RE,687502133R,60,687502133R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"VENT-INST PANEL,CTR ",3,40,0.005,0.52,0.14,300,200,90,CAR-G*40--
687504869RD,687504869R,66,687504869R66,293429,REYDEL AUTOMOTIVE INDIA PVT LTD         ,1,VENT-INSTPANEL      ,896,KD,3.373,324.816,0.146,2270,1170,1270,CKD---1HC5
687505979RE,687505979R,55,687505979R55,263750SP,MOTHERSON                               ,SR1,VENT-INST PANEL CTR ,36,40,0.005,5.716,0.156,300,200,90,CAR-G*40--
687505979RE,687505979R,60,687505979R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,VENT-INST PANEL CTR ,36,40,0.005,5.716,0.156,300,200,90,CAR-G*40--
687507662RE,687507662R,55,687507662R55,263750SP,MOTHERSON                               ,SR1,"VENT-INST PANEL,CTR ",76,40,0.005,11.956,0.156,300,200,90,CAR-G*40--
687507662RE,687507662R,60,687507662R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"VENT-INST PANEL,CTR ",76,40,0.005,11.956,0.156,300,200,90,CAR-G*40--
687507937RD,687507937R,66,687507937R66,293429,REYDEL AUTOMOTIVE INDIA PVT LTD         ,1,VENT-INSTPANEL      ,896,KD,3.373,324.816,0.146,2270,1170,1270,CKD---1HC5
687519681RE,687519681R,60,687519681R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,PANEL-INST          ,2,40,0.005,1.814,0.857,300,200,90,CAR-G*40--
687600116RE,687600116R,55,687600116R55,263750SP,MOTHERSON                               ,SR1,VENT-OUTLET         ,3,40,0.005,0.55,0.15,300,200,90,CAR-G*40--
687600116RE,687600116R,60,687600116R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,VENT-OUTLET         ,3,40,0.005,0.55,0.15,300,200,90,CAR-G*40--
687602098RE,687602098R,60,687602098R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,AERATEUR            ,48,14,0,2.88,0.06,400,300,150,CAR-G*14--
687602098RE,687602098R,62,687602098R62,263750SP,MOTHERSON                               ,SR1,AERATEUR            ,48,14,0,2.88,0.06,400,300,150,CAR-G*14--
687602251RE,687602251R,66,687602251R66,263750SP,MOTHERSON                               ,SR1,AERATEUR            ,24,14,0,3.6,0.15,400,300,150,CAR-G*14--
687602962RE,687602962R,60,687602962R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,AERATEUR PLANCHE BOR,1,14,0.018,1,0.78,400,300,150,CAR-G*14--
687603679RD,687603679R,60,687603679R60,26375001,MOTHERSON (MATE)                        ,0,SIDE AIRVENT        ,1200,V6,1.184,155.4,0.057,1190,1150,865,CKD---6IND
687603679RE,687603679R,55,687603679R55,263750SP,MOTHERSON                               ,SR1,VENT-OUTLET         ,12,40,0,1.8,0.15,300,200,90,CAR-G*40--
687603679RE,687603679R,66,687603679R66,270697,NISSAN MOTORS INDIA P LTD               ,SR1,VENT-OUTLET         ,12,40,0,1.8,0.15,300,200,90,CAR-G*40--
687603920RE,687603920R,60,687603920R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,AERATEUR PLANCHE BOR,1,14,0.018,1,0.78,400,300,150,CAR-G*14--
687604541RE,687604541R,60,687604541R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,AERATEUR            ,332,40,0,49.8,0.15,300,200,90,CAR-G*40--
687604541RE,687604541R,66,687604541R66,263750SP,MOTHERSON                               ,SR1,AERATEUR            ,332,40,0,49.8,0.15,300,200,90,CAR-G*40--
687604543RE,687604543R,60,687604543R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,AERATEUR            ,9,40,0.005,0.235,0.015,300,200,90,CAR-G*40--
687605197RD,687605197R,61,687605197R61,263750,MOTHERSON (MATE)                        ,0,VENT OUTLET         ,3960,KD,3.373,427.64,0.059,2270,1170,1270,CKD---1HC5
687605219RE,687605219R,60,687605219R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,AERATEUR PLANCHE BOR,5,14,0.018,4.12,0.78,400,300,150,CAR-G*14--
687607209RE,687607209R,55,687607209R55,263750SP,MOTHERSON                               ,SR1,VENT-OUTLET         ,37,40,0,5.55,0.15,300,200,90,CAR-G*40--
687607209RE,687607209R,60,687607209R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,VENT-OUTLET         ,37,40,0,5.55,0.15,300,200,90,CAR-G*40--
687607210RE,687607210R,55,687607210R55,263750SP,MOTHERSON                               ,SR1,VENT-OUTLET         ,6,40,0,0.9,0.15,300,200,90,CAR-G*40--
687607210RE,687607210R,60,687607210R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,VENT-OUTLET         ,6,40,0,0.9,0.15,300,200,90,CAR-G*40--
687608241RE,687608241R,60,687608241R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,AERATURE            ,24,15,0,3.6,0.15,300,200,200,CAR-G*15--
687608241RE,687608241R,66,687608241R66,263750SP,MOTHERSON                               ,SR1,AERATURE            ,24,15,0,3.6,0.15,300,200,200,CAR-G*15--
687608758RE,687608758R,60,687608758R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,AERATEUR            ,12,14,0,1.8,0.15,400,300,150,CAR-G*14--
687608758RE,687608758R,66,687608758R66,263750SP,MOTHERSON                               ,SR1,AERATEUR            ,12,14,0,1.8,0.15,400,300,150,CAR-G*14--
687699907RE,687699907R,60,687699907R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,PROTR-DUCT       E I,20,15,0.012,1.47,0.065,300,200,200,CAR-G*15--
687699907RE,687699907R,99,687699907R99,264783SP,BEHR INDIA LTD                          ,AS1,PROTR-DUCT       E I,20,15,0.012,1.47,0.065,300,200,200,CAR-G*15--
727124869RE,727124869R,60,727124869R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,GLASS-WS            ,4,9,0,38.08,9.52,600,400,300,CAR-G*09--
727127662RE,727127662R,60,727127662R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,WINDSCREEN GLASS    ,3,--,1.422,70.5,14,1450,1140,860,CAR-S*2992
727127662RE,727127662R,66,727127662R66,277096SP,SAINT-GOBAIN GLASS INDIA LTD.           ,SR1,WINDSCREEN GLASS    ,3,--,1.422,70.5,14,1450,1140,860,CAR-S*2992
731120679RE,731120679R,60,731120679R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CARPET 1-PASS COMPON,1,6,0.18,14.91,13.86,1000,600,300,CAR-G*06--
732107977RD,732107977R,64,732107977R64,424797,JBM AUTO LIMITED                        ,0,"MBR-FR CROSS,ROOF   ",1140,V6,1.184,790.4,0.61,1190,1150,865,CKD---6IND
732333436RE,732333436R,60,732333436R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TRAVERSE AR PAVILLON,2,14,0.018,1.692,0.736,400,300,150,CAR-G*14--
732340238RD,732340238R,64,732340238R64,424797,JBM AUTO LIMITED                        ,0,RENIF ROOF RR CROSS ,146,YE,0.01,13.908,0.092,355,270,100,CAR-S-3957
732357319RD,732357319R,64,732357319R64,424797,JBM AUTO LIMITED                        ,0,RENIF ROOF RR CROSS ,146,YE,0.01,13.908,0.092,355,270,100,CAR-S-3957
738204940RE,738204940R,99,738204940R99,275285SP,NOVARES INDIA PVT LTD                   ,AS2,"BAR-ROOF, SIDE RH   ",1,9,0.072,0.94,0.38,600,400,300,CAR-G*09--
738205796RE,738205796R,60,738205796R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,BARRE TOIT LJT DATTE,2,40,0.005,1.534,0.717,300,200,90,CAR-G*40--
738208280RE,738208280R,99,738208280R99,275285SP,NOVARES INDIA PVT LTD                   ,AS2,"BAR-ROOF, SIDE RH   ",1,9,0.072,0.94,0.38,600,400,300,CAR-G*09--
738210894RE,738210894R,60,738210894R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"BAR-ROOF, SIDE LH   ",1,9,0.072,0.94,0.38,600,400,300,CAR-G*09--
738219780RE,738219780R,60,738219780R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"BAR-ROOF,SIDE L     ",1,40,0.005,1.089,0.989,300,200,90,CAR-G*40--
738827825RE,738827825R,60,738827825R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,COVER-FR RH ROOF    ,12,9,0.072,2.66,0.175,600,400,300,CAR-G*09--
738827825RE,738827825R,99,738827825R99,275285SP,NOVARES INDIA PVT LTD                   ,AS2,COVER-FR RH ROOF    ,12,9,0.072,2.66,0.175,600,400,300,CAR-G*09--
738836268RE,738836268R,60,738836268R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,COVER-FR LH ROOF    ,11,9,0.072,2.485,0.175,600,400,300,CAR-G*09--
738864311RE,738864311R,60,738864311R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,COVER-RR RH ROOF    ,13,9,0.072,4.135,0.275,600,400,300,CAR-G*09--
738872582RE,738872582R,60,738872582R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,COVER-RR LH ROOF    ,9,9,0.072,3.035,0.275,600,400,300,CAR-G*09--
739101366RE,739101366R,99,739101366R99,277791SP,GRUPO ANTOLIN                           ,AS1,GARNITURE PAVILLON  ,1,4G,1.091,26,1,1450,1140,660,CAR-S*3573
739101857RE,739101857R,99,739101857R99,277791,GRUPO ANTOLIN                           ,SR1,GARNITURE PAVILLON  ,1,9K,0,1.7,1.7,2280,1200,640,CAR-S-3624
739103663RE,739103663R,60,739103663R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1, TRIM-ROOF          ,1,9,0.072,3.417,2.857,600,400,300,CAR-G*09--
739104414RE,739104414R,60,739104414R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1, TRIM-ROOF          ,2,9,0.072,6.274,2.857,600,400,300,CAR-G*09--
739104625RE,739104625R,60,739104625R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1, TRIM-ROOF          ,1,40,0.005,30.1,30,300,200,90,CAR-G*40--
739104962RE,739104962R,60,739104962R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1, TRIM-ROOF          ,2,40,0.005,2.76,1.33,300,200,90,CAR-G*40--
739105437RE,739105437R,60,739105437R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,ROOF TRIM           ,3,40,0.005,0.307,0.069,300,200,90,CAR-G*40--
739105801RE,739105801R,99,739105801R99,277791,GRUPO ANTOLIN                           ,SR1,H79 HEADLINER       ,1,9K,1.751,47.7,1.7,2280,1200,640,CAR-S-3624
739106062RE,739106062R,60,739106062R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,ROOF TRIM           ,44,3,0.3,163.91,3.69,1200,500,500,CAR-G*03--
739408782RE,739408782R,60,739408782R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,GRIP-INR ASSIST     ,6,40,0.005,0.4,0.05,300,200,90,CAR-G*40--
739823790RE,739823790R,60,739823790R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,SHIM-ROOF FOAM      ,1,40,0.005,0.415,0.315,300,200,90,CAR-G*40--
743001926RE,743001926R,60,743001926R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,FLOOR ASSY-CTR      ,8,40,0.005,0.372,0.034,300,200,90,CAR-G*40--
743004185RE,743004185R,60,743004185R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,FLOOR ASSY-FR       ,1,3G,0,19.6,19.6,1450,1140,860,CAR-S*2992
743005106RE,743005106R,60,743005106R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,FLOOR-CTR           ,1,9K,0,7.8,7.8,2280,1200,640,CAR-S-3624
743009382RE,743009382R,60,743009382R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,FLOOR-CTR           ,8,40,0.005,0.372,0.034,300,200,90,CAR-G*40--
743300931RE,743300931R,60,743300931R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TRAVERSE PLANCHER CT,2,40,0.005,0.126,0.013,300,200,90,CAR-G*40--
743307388RE,743307388R,60,743307388R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,MBR ASSY-FR CROSS   ,1,8,0.12,1.324,0.474,1000,400,300,CAR-G*08--
743315534RE,743315534R,60,743315534R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,MBR ASSY-CROSS FR   ,2,40,0.005,60.1,30,300,200,90,CAR-G*40--
743331993RE,743331993R,60,743331993R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TRAVERSE AV G PLANCH,1,9,0.072,1.017,0.457,600,400,300,CAR-G*09--
743424710RD,743424710R,60,743424710R60,293940,GRUPO COSMOS INDIA PRIVATE LTD          ,0,BKT-ASSY 1ST ROW RH ,40,YV,0.034,13.776,0.324,545,355,175,CAR-S-3986
743430364RD,743430364R,60,743430364R60,293940,GRUPO COSMOS INDIA PRIVATE LTD          ,0,BKT-ASSY 1ST ROW LH ,40,YV,0.034,13.776,0.324,545,355,175,CAR-S-3986
743500312RD,743500312R,60,743500312R60,28464801,MS GLOBAL INDIA AUTOMOTIVE P LTD        ,0,BRKT ASSY-1ST ROW SE,2415,KD,3.373,1220.375,0.425,2270,1170,1270,CKD---1HC5
743500312RD,743500312R,72,743500312R72,436101,SMSA                                    ,0,BRKT ASSY-1ST ROW SE,2415,KD,3.373,1220.375,0.425,2270,1170,1270,CKD---1HC5
743A08035RE,743A08035R,60,743A08035R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,BARRE TOIT LJT D    ,13,40,0.005,0.997,0.069,300,200,90,CAR-G*40--
743P73769RD,743P73769R,60,743P73769R60,28464801,MS GLOBAL INDIA AUTOMOTIVE P LTD        ,0,BRKT ASSY-DASHBOARD ,500,YH,0.017,13.553,0.026,355,270,175,CAR-S-3961
743P73769RD,743P73769R,72,743P73769R72,436101,SMSA                                    ,0,BRKT ASSY-DASHBOARD ,500,YH,0.017,13.553,0.026,355,270,175,CAR-S-3961
745146420RE,745146420R,60,745146420R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TRAVERSE AV G PLANCH,4,40,0.005,1.928,0.457,300,200,90,CAR-G*40--
745266647RD,745266647R,60,745266647R60,293940,GRUPO COSMOS INDIA PRIVATE LTD          ,0,BRKT ASSY-MTG PKB   ,270,P7,0.021,14.593,0.052,355,270,218,CAR-S-3962
745408673RD,745408673R,64,745408673R64,424797,JBM AUTO LIMITED                        ,0,REINF-SEAT LOCK RH  ,630,V6,1.184,219.93,0.211,1190,1150,865,CKD---6IND
745416877RD,745416877R,64,745416877R64,424797,JBM AUTO LIMITED                        ,0,REINF SEAT LOCK LH  ,630,V6,1.184,322.93,0.311,1190,1150,865,CKD---6IND
745610898RD,745610898R,60,745610898R60,28464801,MS GLOBAL INDIA AUTOMOTIVE P LTD        ,0,SUPT ASSY EXH MTG   ,2640,KD,3.373,795.92,0.228,2270,1170,1270,CKD---1HC5
745610898RD,745610898R,72,745610898R72,436101,SMSA                                    ,0,SUPT ASSY EXH MTG   ,2640,KD,3.373,795.92,0.228,2270,1170,1270,CKD---1HC5
745613388RD,745613388R,60,745613388R60,28464801,MS GLOBAL INDIA AUTOMOTIVE P LTD        ,0,"SUPT ASSY-EXH,RR    ",130,P7,0.021,14.593,0.108,355,270,218,CAR-S-3962
745613388RD,745613388R,72,745613388R72,436101,SMSA                                    ,0,"SUPT ASSY-EXH,RR    ",130,P7,0.021,14.593,0.108,355,270,218,CAR-S-3962
745879227RD,745879227R,60,745879227R60,293940,GRUPO COSMOS INDIA PRIVATE LTD          ,0,REINF ASSY-SPARE WHE,300,YG,0.014,11.927,0.038,355,270,150,CAR-S-3960
747540678RD,747540678R,57,747540678R57,288463,K.R.RUBBERITE                           ,1,"INSUL-TUNNEL, FR HEA",135,ZR,0.07,12.605,0.0834,545,355,360,CAR-S-3992
747540678RE,747540678R,60,747540678R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"INSUL-TUNNEL, FR    ",11,9,0.072,1.374,0.074,600,400,300,CAR-G*09--
747618270RD,747618270R,57,747618270R57,288463,K.R.RUBBERITE                           ,1,INSUL-FUEL TANK     ,2400,KD,3.373,592.3,0.1471,2270,1170,1270,CKD---1HC5
748921707RE,748921707R,60,748921707R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,COVER-FUEL GAUG     ,13,40,0.005,1.465,0.105,300,200,90,CAR-G*40--
749021995RE,749021995R,60,749021995R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CARPET-FR           ,5,40,0.005,0.27,0.034,300,200,90,CAR-G*40--
749022714RE,749022714R,60,749022714R60,270697SP,NISSAN MOTOR INDIA PVT LTD              ,AS2,TAPIS AV            ,1,2E,2.539,35.211,0.2115,1740,1140,1280,CAR-S*3530
749025188RE,749025188R,60,749025188R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CACHE RETROVISEUR EL,4,15,0.012,1.65,0.37,300,200,200,CAR-G*15--
749028275RE,749028275R,60,749028275R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CARPET 1-PASS COMPON,10,6,0.18,6.47,0.542,1000,600,300,CAR-G*06--
749029660RE,749029660R,60,749029660R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TAPIS HABITACLE     ,4,3,0.3,14.63,3.27,1200,500,500,CAR-G*03--
749413661RE,749413661R,60,749413661R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,FALSE FLOOR LH      ,3,6,0.18,2.727,0.559,1000,600,300,CAR-G*06--
749413661RE,749413661R,66,749413661R66,260947SP,SUPREME TREVES                          ,AS1,FALSE FLOOR LH      ,3,6,0.18,2.727,0.559,1000,600,300,CAR-G*06--
749416874RE,749416874R,60,749416874R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,FALSE FLOOR LH      ,1,4,0.18,1.62,0.52,1200,500,300,CAR-G*04--
749416874RE,749416874R,66,749416874R66,260947SP,SUPREME TREVES                          ,AS1,FALSE FLOOR LH      ,1,4,0.18,1.62,0.52,1200,500,300,CAR-G*04--
749853LH1AD,749853LH1A,59,749853LH1A59,294907,NIFCO INDIA P LTD                       ,1,"HOOK-MTG, PASS COMPT",1000,YZ,0.058,7.751,0.0059,545,355,300,CAR-S-3990
751105771RE,751105771R,60,751105771R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"MBR ASSY-SIDE,FR    ",4,40,0.005,11.04,2.735,300,200,90,CAR-G*40--
751106027RE,751106027R,60,751106027R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"MBR-ASSY SIDE, FR   ",3,40,0.005,3.067,0.989,300,200,90,CAR-G*40--
751115183RE,751115183R,60,751115183R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"MBR ASSY-SIDE,FR    ",2,9,0,5.22,2.61,600,400,300,CAR-G*09--
751117902RE,751117902R,60,751117902R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"MBR ASSY-SIDE,FR    ",2,40,0.005,2.078,0.989,300,200,90,CAR-G*40--
751156927RD,751156927R,60,751156927R60,28464801,MS GLOBAL INDIA AUTOMOTIVE P LTD        ,0,REINF ASSY FR SUSP M,2178,KD,3.373,1233.5,0.43,2270,1170,1270,CKD---1HC5
751156927RD,751156927R,72,751156927R72,436101,SMSA                                    ,0,REINF ASSY FR SUSP M,2178,KD,3.373,1233.5,0.43,2270,1170,1270,CKD---1HC5
751309819RE,751309819R,60,751309819R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,MBR ASSY-CLOSING    ,3,40,0.005,1.912,0.604,300,200,90,CAR-G*40--
751319450RE,751319450R,60,751319450R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"MBR ASSY-CLOSING,   ",5,40,0.005,3.095,0.599,300,200,90,CAR-G*40--
751504415RD,751504415R,60,751504415R60,28464801,MS GLOBAL INDIA AUTOMOTIVE P LTD        ,0,REINF ASSY FR SUSP M,2178,KD,3.373,1233.5,0.43,2270,1170,1270,CKD---1HC5
751504415RD,751504415R,72,751504415R72,436101,SMSA                                    ,0,REINF ASSY FR SUSP M,2178,KD,3.373,1233.5,0.43,2270,1170,1270,CKD---1HC5
751757943RE,751757943R,60,751757943R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,LONGERON CTL G SOUS ,1,40,0.005,0.145,0.045,300,200,90,CAR-G*40--
751C47297RE,751C47297R,60,751C47297R60,270697SP,NISSAN MOTOR INDIA PVT LTD              ,AS2,SUPT ASSY-ENG FR    ,50,40,0,30.55,0.611,300,200,90,CAR-G*40--
